Rancagua,-34.1654,-70.7398,Chile,CL,CHL,231370
Marilia,-22.2139,-49.9458,Brazil,BR,BRA,232006
Indaiatuba,-23.0903,-47.2181,Brazil,BR,BRA,231033
Itabuna,-14.7896,-39.28,Brazil,BR,BRA,221938
Neuquen,-38.9573,-68.0455,Argentina,AR,ARG,231198
Cotia,-23.6039,-46.9189,Brazil,BR,BRA,229548
Jacarei,-23.305,-45.9658,Brazil,BR,BRA,226539
Araraquara,-21.7939,-48.1758,Brazil,BR,BRA,226508
Itapevi,-23.5489,-46.9342,Brazil,BR,BRA,223404
"Presidente Prudente",-22.1258,-51.3889,Brazil,BR,BRA,222192
"Jose C. Paz",-34.5167,-58.7667,Argentina,AR,ARG,216637
Formosa,-26.1847,-58.1758,Argentina,AR,ARG,222226
Imperatriz,-5.52,-47.49,Brazil,BR,BRA,218106
"La Serena",-29.9027,-71.252,Chile,CL,CHL,221054
"San Felipe",10.3353,-68.7458,Venezuela,VE,VEN,220786
Hortolandia,-22.8583,-47.22,Brazil,BR,BRA,215819
Manta,-0.95,-80.7162,Ecuador,EC,ECU,217553
Concepcion,-36.8271,-73.0503,Chile,CL,CHL,217537
"Los Angeles",-37.4707,-72.3517,Chile,CL,CHL,218000
Cua,10.1667,-66.8833,Venezuela,VE,VEN,214823
"La Victoria",10.2278,-67.3336,Venezuela,VE,VEN,214492
Criciuma,-28.68,-49.39,Brazil,BR,BRA,204217
Warnes,-17.5103,-63.1647,Bolivia,BO,BOL,214216
Timon,-5.115,-42.845,Brazil,BR,BRA,203157
Guarenas,10.4739,-66.5383,Venezuela,VE,VEN,208663
"Puerto Cabello",10.4667,-68.0167,Venezuela,VE,VEN,209080
Portoviejo,-1.0544,-80.4544,Ecuador,EC,ECU,206682
Mossoro,-5.19,-37.34,Brazil,BR,BRA,202583
"Sete Lagoas",-19.4496,-44.25,Brazil,BR,BRA,201334
Coquimbo,-29.9532,-71.338,Chile,CL,CHL,204068
Arica,-18.4784,-70.3211,Chile,CL,CHL,202131
Huacho,-11.1083,-77.6083,Peru,PE,PER,200585
Cajamarca,-7.1644,-78.5106,Peru,PE,PER,201329
"Isidro Casanova",-34.7,-58.5833,Argentina,AR,ARG,190696
"Rio Claro",-22.4108,-47.5608,Brazil,BR,BRA,199961
Divinopolis,-20.1495,-44.9,Brazil,BR,BRA,193832
Talca,-35.455,-71.67,Chile,CL,CHL,197479
Tocuyito,10.0889,-68.0922,Venezuela,VE,VEN,197446
Huanuco,-9.9294,-76.2397,Peru,PE,PER,196627
Acarigua,9.5597,-69.2019,Venezuela,VE,VEN,195637
Guacara,10.2261,-67.877,Venezuela,VE,VEN,194009
"San Fernando",7.894,-67.473,Venezuela,VE,VEN,194274
"Godoy Cruz",-32.9167,-68.8333,Argentina,AR,ARG,191299
Arapiraca,-9.7525,-36.6611,Brazil,BR,BRA,187668
Aracatuba,-21.2089,-50.4328,Brazil,BR,BRA,192757
Guanare,9.0436,-69.7489,Venezuela,VE,VEN,192644
Valera,9.32,-70.62,Venezuela,VE,VEN,191167
Barrancabermeja,7.09,-73.85,Colombia,CO,COL,191403
"Rio Grande",-32.0495,-52.12,Brazil,BR,BRA,187838
"Ferraz de Vasconcelos",-23.5411,-46.3689,Brazil,BR,BRA,184700
"Santa Barbara d'Oeste",-22.7539,-47.4139,Brazil,BR,BRA,190139
"Cachoeiro de Itapemirim",-20.8489,-41.1128,Brazil,BR,BRA,189889
Potosi,-19.5833,-65.75,Bolivia,BO,BOL,189652
Araure,9.5667,-69.2167,Venezuela,VE,VEN,188800
Guatire,10.4717,-66.5406,Venezuela,VE,VEN,187262
Iquique,-20.2141,-70.1524,Chile,CL,CHL,188003
"San Diego",10.2558,-67.9539,Venezuela,VE,VEN,187215
"La Plata",-34.9333,-57.95,Argentina,AR,ARG,186527
"Cabo Frio",-22.8789,-42.0189,Brazil,BR,BRA,186227
"Santo Agostinho",-8.2869,-35.035,Brazil,BR,BRA,185025
"Passo Fundo",-28.25,-52.42,Brazil,BR,BRA,179529
"Nova Friburgo",-22.26,-42.54,Brazil,BR,BRA,171991
Berazategui,-34.7679,-58.2133,Argentina,AR,ARG,180523
"La Rioja",-29.4131,-66.8558,Argentina,AR,ARG,180995
Ayacucho,-13.1631,-74.2244,Peru,PE,PER,180766
Tunja,5.5403,-73.3614,Colombia,CO,COL,179263
Tarija,-21.5317,-64.7311,Bolivia,BO,BOL,179528
Paita,-5.0667,-81.1,Peru,PE,PER,179346
"Barra Mansa",-22.56,-44.17,Brazil,BR,BRA,169386
Carupano,10.6722,-63.2403,Venezuela,VE,VEN,173877
"Comodoro Rivadavia",-45.8667,-67.5,Argentina,AR,ARG,173266
Sacaba,-17.4042,-66.0408,Bolivia,BO,BOL,172466
Carpina,-7.8508,-35.2547,Brazil,BR,BRA,165579
"Francisco Morato",-23.2817,-46.7425,Brazil,BR,BRA,168243
Loja,-3.9906,-79.205,Ecuador,EC,ECU,170280
"San Luis",-33.2994,-66.3392,Argentina,AR,ARG,169947
Sobral,-3.6861,-40.3497,Brazil,BR,BRA,157996
Ambato,-1.2417,-78.6197,Ecuador,EC,ECU,165185
"Itapecerica da Serra",-23.7172,-46.8494,Brazil,BR,BRA,167236
"Sao Caetano do Sul",-23.6228,-46.5508,Brazil,BR,BRA,158024
Riohacha,11.5442,-72.9069,Colombia,CO,COL,167865
Itu,-23.2642,-47.2992,Brazil,BR,BRA,167095
"Rio Largo",-9.4783,-35.8533,Brazil,BR,BRA,158545
Tulua,4.0904,-76.21,Colombia,CO,COL,165501
Dourados,-22.23,-54.81,Brazil,BR,BRA,162202
Chillan,-36.6067,-72.1033,Chile,CL,CHL,164270
Chapeco,-27.1,-52.64,Brazil,BR,BRA,160157
Barreiras,-12.1528,-44.99,Brazil,BR,BRA,158292
Itapetininga,-23.5917,-48.0531,Brazil,BR,BRA,157016
Anaco,9.4333,-64.4667,Venezuela,VE,VEN,162704
Sullana,-4.9,-80.7,Peru,PE,PER,162434
"Jose Maria Ezeiza",-34.8333,-58.5167,Argentina,AR,ARG,160219
"Braganca Paulista",-22.9189,-46.5425,Brazil,BR,BRA,160665
Pindamonhangaba,-22.9239,-45.4617,Brazil,BR,BRA,160614
"San Nicolas de los Arroyos",-33.3333,-60.2167,Argentina,AR,ARG,160000
Huaycan,-12.0139,-76.825,Peru,PE,PER,160000
"Punta del Este",-34.97,-54.95,Uruguay,UY,URY,159000
Catamarca,-28.4686,-65.7792,Argentina,AR,ARG,159139
"Rafael Castillo",-34.7167,-58.6167,Argentina,AR,ARG,147965
Calama,-22.4624,-68.9272,Chile,CL,CHL,157575
Lajes,-27.8158,-50.3258,Brazil,BR,BRA,156727
Rondonopolis,-16.4695,-54.64,Brazil,BR,BRA,152912
Esmeraldas,0.95,-79.6667,Ecuador,EC,ECU,154035
"Palo Negro",10.16,-67.5582,Venezuela,VE,VEN,153706
Guarapuava,-25.38,-51.48,Brazil,BR,BRA,150850
Macae,-22.38,-41.79,Brazil,BR,BRA,143029
"Pocos de Caldas",-21.78,-46.57,Brazil,BR,BRA,146588
Quevedo,-1.0333,-79.45,Ecuador,EC,ECU,150827
Riobamba,-1.6743,-78.6483,Ecuador,EC,ECU,146324
"Florencio Varela",-34.8167,-58.3833,Argentina,AR,ARG,146704
Talcahuano,-36.7145,-73.1141,Chile,CL,CHL,147831
"Patos de Minas",-18.5871,-46.5149,Brazil,BR,BRA,150833
Copiapo,-27.3665,-70.3323,Chile,CL,CHL,150804
"Ocumare del Tuy",10.1136,-66.7814,Venezuela,VE,VEN,150000
Valdivia,-39.8142,-73.2459,Chile,CL,CHL,150048
Concordia,-31.3922,-58.0169,Argentina,AR,ARG,149450
Quilpue,-33.0498,-71.4415,Chile,CL,CHL,147991
Osorno,-40.5667,-73.15,Chile,CL,CHL,147460
"Mogi Guacu",-22.3719,-46.9419,Brazil,BR,BRA,147233
"Franco da Rocha",-23.3286,-46.7244,Brazil,BR,BRA,145755
Paranagua,-25.5279,-48.5345,Brazil,BR,BRA,141013
"San Justo",-34.6833,-58.55,Argentina,AR,ARG,136604
"Villa de Cura",10.0386,-67.4894,Venezuela,VE,VEN,145098
Barranca,-10.7539,-77.761,Peru,PE,PER,144381
Parnaiba,-2.91,-41.77,Brazil,BR,BRA,138008
Florencia,1.6142,-75.6117,Colombia,CO,COL,143871
Jau,-22.2958,-48.5578,Brazil,BR,BRA,143283
Castanhal,-1.2939,-47.9264,Brazil,BR,BRA,137406
Yaritagua,10.08,-69.1261,Venezuela,VE,VEN,140256
Botucatu,-22.8858,-48.445,Brazil,BR,BRA,139483
Caxias,-4.833,-43.35,Brazil,BR,BRA,134640
Jequie,-13.85,-40.08,Brazil,BR,BRA,135574
Atibaia,-23.1172,-46.5506,Brazil,BR,BRA,137187
Quillacollo,-17.3975,-66.2817,Bolivia,BO,BOL,137182
Encarnacion,-27.3333,-55.8667,Paraguay,PY,PRY,136308
Cartago,4.75,-75.91,Colombia,CO,COL,134827
Milagro,-2.1347,-79.5872,Ecuador,EC,ECU,133508
Ibarra,0.3628,-78.13,Ecuador,EC,ECU,131856
"Jaragua do Sul",-26.48,-49.1,Brazil,BR,BRA,130130
Calabozo,8.9219,-67.4283,Venezuela,VE,VEN,131989
"Los Guayos",10.1833,-67.9333,Venezuela,VE,VEN,130345
Cienaga,11.0104,-74.25,Colombia,CO,COL,131171
Girardot,4.31,-74.81,Colombia,CO,COL,130289
Quibdo,5.6923,-76.6582,Colombia,CO,COL,130825
"Villa Alemana",-33.0428,-71.3744,Chile,CL,CHL,125140
Tariba,7.8167,-72.2167,Venezuela,VE,VEN,128590
Araras,-22.3569,-47.3839,Brazil,BR,BRA,128895
Puno,-15.8433,-70.0236,Peru,PE,PER,128637
Salto,-31.3883,-57.9606,Uruguay,UY,URY,124878
Alagoinhas,-12.1356,-38.4192,Brazil,BR,BRA,124070
"Porto Seguro",-16.4296,-39.08,Brazil,BR,BRA,123173
Temperley,-34.7667,-58.3833,Argentina,AR,ARG,121451
Guasdualito,7.2467,-70.7292,Venezuela,VE,VEN,128025
Cubatao,-23.8953,-46.4256,Brazil,BR,BRA,127006
"Santana de Parnaiba",-23.4439,-46.9178,Brazil,BR,BRA,126574
Sogamoso,5.72,-72.94,Colombia,CO,COL,126551
"Ramos Mejia",-34.65,-58.5667,Argentina,AR,ARG,120346
Barbacena,-21.2258,-43.7739,Brazil,BR,BRA,126284
Cagua,10.1831,-67.45,Venezuela,VE,VEN,122571
Jandira,-23.5278,-46.9028,Brazil,BR,BRA,118832
Uruguaiana,-29.755,-57.0878,Brazil,BR,BRA,125435
Curico,-34.9854,-71.2394,Chile,CL,CHL,125275
Resende,-22.4689,-44.4469,Brazil,BR,BRA,125214
Porlamar,10.9556,-63.8478,Venezuela,VE,VEN,120924
"Pouso Alegre",-22.22,-45.94,Brazil,BR,BRA,115201
"Punta Arenas",-53.1627,-70.9081,Chile,CL,CHL,123403
Barretos,-20.5569,-48.5678,Brazil,BR,BRA,119243
Machiques,10.0667,-72.5667,Venezuela,VE,VEN,122734
"Ciudad Ojeda",10.2,-71.3,Venezuela,VE,VEN,122124
"Pedro Juan Caballero",-22.5667,-55.7167,Paraguay,PY,PRY,122190
"Ribeirao Pires",-23.7108,-46.4128,Brazil,BR,BRA,120396
Valinhos,-22.9708,-46.9958,Brazil,BR,BRA,120258
Sertaozinho,-21.1378,-47.99,Brazil,BR,BRA,120152
Poa,-23.5286,-46.345,Brazil,BR,BRA,113793
"San Carlos",9.65,-68.5833,Venezuela,VE,VEN,120000
"Varzea Paulista",-23.2108,-46.8278,Brazil,BR,BRA,116601
Guaratingueta,-22.8167,-45.2278,Brazil,BR,BRA,119073
Huaraz,-9.5333,-77.5333,Peru,PE,PER,118836
Charallave,10.2431,-66.8622,Venezuela,VE,VEN,117707
Birigui,-21.2889,-50.34,Brazil,BR,BRA,118352
"Santa Cruz do Sul",-29.7178,-52.4258,Brazil,BR,BRA,118374
"San Martin",-33.0806,-68.4706,Argentina,AR,ARG,117399
"Conselheiro Lafaiete",-20.67,-43.79,Brazil,BR,BRA,111596
Mendoza,-32.8833,-68.8333,Argentina,AR,ARG,114822
Tandil,-37.3167,-59.1333,Argentina,AR,ARG,116917
Araguari,-18.6489,-48.1869,Brazil,BR,BRA,116871
Tatui,-23.3556,-47.8569,Brazil,BR,BRA,116682
"Valle de La Pascua",9.2033,-66.0103,Venezuela,VE,VEN,115902
Garanhuns,-8.89,-36.5,Brazil,BR,BRA,110085
"Puerto Madryn",-42.773,-65.0366,Argentina,AR,ARG,115353
Salto,-23.2008,-47.2869,Brazil,BR,BRA,114171
"Ciudad de la Costa",-34.8167,-55.95,Uruguay,UY,URY,112449
Bernal,-34.7,-58.2833,Argentina,AR,ARG,109914
Itatiba,-23.0058,-46.8389,Brazil,BR,BRA,113284
Uba,-21.12,-42.9428,Brazil,BR,BRA,113300
Caraguatatuba,-23.62,-45.4128,Brazil,BR,BRA,113317
Linhares,-19.39,-40.05,Brazil,BR,BRA,105075
Catanduva,-21.14,-48.98,Brazil,BR,BRA,109612
Montero,-17.3333,-63.3833,Bolivia,BO,BOL,112837
Castelar,-34.65,-58.65,Argentina,AR,ARG,107786
"San Carlos de Bariloche",-41.15,-71.3,Argentina,AR,ARG,112887
"Santa Lucia",10.2606,-66.6639,Venezuela,VE,VEN,112357
Carora,10.1755,-70.0828,Venezuela,VE,VEN,112600
"Esteban Echeverria",-34.8167,-58.4667,Argentina,AR,ARG,109644
Tablada,-34.6833,-58.5333,Argentina,AR,ARG,102542
"Villa Mercedes",-33.6667,-65.4667,Argentina,AR,ARG,111391
Ourinhos,-22.9789,-49.8708,Brazil,BR,BRA,110282
Quibor,9.9281,-69.5778,Venezuela,VE,VEN,110536
Tinaquillo,9.9167,-68.3,Venezuela,VE,VEN,110000
Bage,-31.32,-54.1,Brazil,BR,BRA,106098
Pisco,-13.71,-76.2032,Peru,PE,PER,109965
Apucarana,-23.55,-51.47,Brazil,BR,BRA,107085
Gualeguaychu,-33.0078,-58.5111,Argentina,AR,ARG,109461
Corumba,-19.0089,-57.6528,Brazil,BR,BRA,109294
Ipiales,0.8289,-77.6406,Colombia,CO,COL,109116
"Teofilo Otoni",-17.87,-41.5,Brazil,BR,BRA,101170
